"","sampling_day","event_no","ibi_start","ibi_end","ibi_label","valence","arousal","intensity","word_id","word_no","emo_word"
"27",2,2,"955.0","785.0",1,15,0,2,"2",4,"Excited"
"28",2,3,"693.0","864.0",2,25,5,3,"1",5,"Content"
"29",2,3,"693.0","864.0",2,25,5,2,"2",6,"Stressed"
"30",2,4,"670.0","851.0",2,10,15,2,"1",7,"Content"
"31",2,4,"670.0","851.0",2,10,15,2,"2",8,"Stressed"
"32",2,4,"670.0","851.0",2,10,15,2,"3",9,"Anxious"
"33",2,6,"642.0","838.0",2,5,-10,4,"1",10,"Bored"
"34",2,6,"642.0","838.0",2,5,-10,2,"2",11,"Tired"
"35",2,6,"642.0","838.0",2,5,-10,2,"3",12,"Stressed"
"36",2,7,"559.0","736.0",2,15,-5,3,"1",13,"Happy"
"37",2,7,"559.0","736.0",2,15,-5,3,"2",14,"Sneaky"
"38",2,8,"829.0","653.0",1,10,10,3,"1",15,"Stressed"
"39",2,9,"697.0","876.0",2,4,0,4,"1",16,"Stressed"
"40",2,10,"669.0","836.0",2,-5,-15,4,"1",17,"Stressed"
"41",2,10,"669.0","836.0",2,-5,-15,3,"2",18,"Nervous"
"42",2,10,"669.0","836.0",2,-5,-15,3,"3",19,"Tired"
"43",2,11,"654.0","849.0",2,-16,-15,4,"1",20,"Stressed"
"44",2,11,"654.0","849.0",2,-16,-15,3,"2",21,"Nervous"
"45",2,11,"654.0","849.0",2,-16,-15,3,"3",22,"Tired"
"46",3,1,"1023.0","851.0",1,30,5,4,"1",1,"Calm"
"47",3,1,"1023.0","851.0",1,30,5,5,"2",2,"Relieved"
"48",3,1,"1023.0","851.0",1,30,5,3,"3",3,"Peaceful"
"49",3,1,"1023.0","851.0",1,30,5,4,"4",4,"Grateful"
"50",3,3,"1139.0","965.0",1,20,10,3,"1",5,"Peaceful"
"51",3,3,"1139.0","965.0",1,20,10,3,"2",6,"Cold"
"52",3,4,"1179.0","1007.0",1,8,-8,3,"1",7,"Content"
"53",3,5,"1179.0","1009.0",1,-5,-50,2,"1",8,"Tired"
"54",3,5,"1179.0","1009.0",1,-5,-50,2,"2",9,"Cold"
"55",3,5,"1179.0","1009.0",1,-5,-50,2,"3",10,"Bored"
"56",3,6,"1073.0","891.0",1,-10,-20,3,"1",11,"Tired"
"57",3,6,"1073.0","891.0",1,-10,-20,3,"2",12,"Bored"
"58",3,7,"987.0","812.0",1,20,20,3,"1",13,"Happy"
"59",3,7,"987.0","812.0",1,20,20,4,"2",14,"Relieved"
"60",4,1,"1004.0","693.0",1,-5,-5,3,"1",1,"Tired"
"61",4,1,"1004.0","693.0",1,-5,-5,2,"2",2,"Embarrassed"
"62",4,1,"1004.0","693.0",1,-5,-5,2,"3",3,"Concerned"
"63",4,2,"1106.0","937.0",1,0,-10,3,"1",4,"Tired"
"64",4,2,"1106.0","937.0",1,0,-10,2,"2",5,"Bored"
"65",4,3,"905.0","731.0",1,15,5,3,"1",6,"Tired"
"66",4,3,"905.0","731.0",1,15,5,3,"2",7,"Productive"
"67",4,4,"770.0","958.0",2,20,10,3,"1",8,"Tired"
"68",4,4,"770.0","958.0",2,20,10,2,"2",9,"Hungry"
"69",4,5,"684.0","857.0",2,19,4,2,"1",10,"Tired"
"70",4,6,"769.0","966.0",2,15,10,2,"1",11,"Tired"
"71",4,7,"706.0","879.0",2,15,10,2,"1",12,"
Tired"
"72",4,7,"706.0","879.0",2,15,10,2,"2",13,"Surprised"
"73",4,8,"983.0","788.0",1,10,0,3,"1",14,"Tired"
"74",4,9,"788.0","960.0",2,10,5,3,"1",15,"Happy"
"75",4,9,"788.0","960.0",2,10,5,2,"2",16,"Tired"
"76",4,9,"788.0","960.0",2,10,5,3,"3",17,"Relieved"
"77",5,1,"808.0","975.0",2,10,-6,3,"1",1,"Tired"
"78",5,1,"808.0","975.0",2,10,-6,3,"2",2,"Cold"
"79",5,2,"1144.0","961.0",1,5,-10,2,"1",3,"Refreshed"
"80",5,2,"1144.0","961.0",1,5,-10,3,"2",4,"Tired"
"81",5,3,"1052.0","883.0",1,10,-2,3,"1",5,"Tired"
"82",5,3,"1052.0","883.0",1,10,-2,2,"2",6,"Calm"
"83",5,3,"1052.0","883.0",1,10,-2,3,"3",7,"Entertained"
"84",5,4,"769.0","955.0",2,10,-8,3,"1",8,"Tired"
"85",5,4,"769.0","955.0",2,10,-8,2,"2",9,"Nervous"
"86",5,5,"835.0","1039.0",2,10,-10,3,"1",10,"Tired"
"87",5,5,"835.0","1039.0",2,10,-10,2,"2",11,"Calm"
"88",5,6,"980.0","812.0",1,10,-2,2,"1",12,"Tired"
"89",5,6,"980.0","812.0",1,10,-2,2,"2",13,"Lazy"
"90",5,7,"791.0","959.0",2,10,0,2,"1",14,"Tired"
"91",5,7,"791.0","959.0",2,10,0,2,"2",15,"Intrigued"
"92",5,8,"811.0","978.0",2,10,-6,3,"1",16,"Tired"
"93",5,8,"811.0","978.0",2,10,-6,2,"2",17,"Intrigued"
"94",6,1,"897.0","717.0",1,10,6,3,"1",1,"Tired"
"95",6,1,"897.0","717.0",1,10,6,2,"2",2,"Confused"
"96",6,1,"897.0","717.0",1,10,6,2,"3",3,"Worried"
"97",6,2,"911.0","730.0",1,-5,-1,2,"1",4,"Tired"
"98",6,2,"911.0","730.0",1,-5,-1,2,"2",5,"Confused"
"99",6,2,"911.0","730.0",1,-5,-1,2,"3",6,"Frustrated"
"100",6,3,"631.0","843.0",2,-5,5,2,"1",7,"Tired "
"101",6,3,"631.0","843.0",2,-5,5,2,"2",8,"Bored"
"102",6,4,"591.0","784.0",2,10,3,2,"1",9,"Confused"
"103",6,4,"591.0","784.0",2,10,3,2,"2",10,"Worried"
"104",6,5,"935.0","751.0",1,5,5,2,"1",11,"Confused"
"105",6,5,"935.0","751.0",1,5,5,2,"2",12,"Conflicted"
"106",6,6,"661.0","845.0",2,16,15,3,"1",13,"Excited"
"107",6,6,"661.0","845.0",2,16,15,3,"2",14,"Risky"
"108",6,7,"715.0","907.0",2,10,-1,3,"1",15,"Grateful"
"109",6,7,"715.0","907.0",2,10,-1,2,"2",16,"Excited"
"110",6,8,"885.0","706.0",1,10,-10,3,"1",17,"Bored "
"111",6,8,"885.0","706.0",1,10,-10,2,"2",18,"Tired"
"112",7,1,"674.0","866.0",2,9,2,3,"1",1,"Tired"
"113",7,1,"674.0","866.0",2,9,2,2,"2",2,"Excited"
"114",7,2,"714.0","913.0",2,0,5,2,"1",3,"Tired"
"115",7,3,"638.0","825.0",2,18,10,2,"1",4,"Tired"
"116",7,3,"638.0","825.0",2,18,10,3,"2",5,"Amused"
"117",7,5,"834.0","653.0",1,10,-3,2,"1",6,"Tired "
"118",7,5,"834.0","653.0",1,10,-3,2,"2",7,"Frustrated"
"119",7,5,"834.0","653.0",1,10,-3,2,"3",8,"Annoyed"
"120",7,6,"645.0","859.0",2,10,12,2,"1",9,"Tired"
"121",7,6,"645.0","859.0",2,10,12,2,"2",10,"Amused"
"122",8,1,"642.0","834.0",2,10,-7,3,"1",1,"Tired"
"123",8,1,"642.0","834.0",2,10,-7,3,"2",2,"Grateful"
"124",8,1,"642.0","834.0",2,10,-7,2,"3",3,"Excited"
"125",8,2,"647.0","843.0",2,6,-3,3,"1",4,"Tired"
"126",8,3,"1166.0","952.0",1,-10,-7,3,"1",5,"Tired"
"127",8,3,"1166.0","952.0",1,-10,-7,3,"2",6,"Hungry"
"128",8,3,"1166.0","952.0",1,-10,-7,2,"3",7,"Frustrated"
"129",8,4,"1001.0","817.0",1,-10,12,2,"1",8,"Tired"
"130",8,4,"1001.0","817.0",1,-10,12,4,"2",9,"Embarrassed"
"131",8,5,"609.0","799.0",2,11,-9,2,"1",10,"Tired"
"132",8,5,"609.0","799.0",2,11,-9,3,"2",11,"Grateful"
"133",8,6,"723.0","916.0",2,14,1,2,"1",12,"Tired"
"134",8,6,"723.0","916.0",2,14,1,3,"2",13,"Grateful"
"135",8,6,"723.0","916.0",2,14,1,3,"3",14,"Amused"
"136",8,7,"904.0","721.0",1,-7,8,2,"1",15,"Tired"
"137",8,8,"753.0","936.0",2,17,-6,2,"1",16,"Tired"
"138",8,8,"753.0","936.0",2,17,-6,3,"2",17,"Grateful"
"139",8,8,"753.0","936.0",2,17,-6,4,"3",18,"Relieved"
"140",9,1,"764.0","956.0",2,-10,-16,3,"1",1,"Tired"
"141",9,1,"764.0","956.0",2,-10,-16,2,"2",2,"Stressed"
"142",9,1,"764.0","956.0",2,-10,-16,2,"3",3,"Worried"
"143",9,2,"1207.0","1003.0",1,13,-5,3,"1",4,"Tired"
"144",9,2,"1207.0","1003.0",1,13,-5,2,"2",5,"Calm"
"145",9,3,"1062.0","874.0",1,16,3,2,"1",6,"Tired"
"146",9,3,"1062.0","874.0",1,16,3,2,"2",7,"Calm"
"147",9,3,"1062.0","874.0",1,16,3,2,"3",8,"Hungry"
"148",9,4,"812.0","627.0",1,14,9,2,"1",9,"Refreshed"
"149",9,6,"814.0","614.0",1,11,11,3,"1",10,"Excited"
"150",9,7,"837.0","656.0",1,8,18,3,"1",11,"Content"
"151",9,7,"837.0","656.0",1,8,18,3,"2",12,"Satisfied"
"152",9,7,"837.0","656.0",1,8,18,3,"3",13,"Amused"
"153",10,1,"918.0","735.0",1,12,3,3,"1",1,"Tired"
"154",10,1,"918.0","735.0",1,12,3,3,"2",2,"Exhausted"
"155",10,2,"1054.0","870.0",1,6,-9,3,"1",3,"Tired"
"156",10,2,"1054.0","870.0",1,6,-9,2,"2",4,"Excited"
"157",10,3,"680.0","874.0",2,-2,-5,2,"1",5,"Tired"
"158",10,3,"680.0","874.0",2,-2,-5,3,"2",6,"Excited"
"159",10,4,"835.0","1032.0",2,6,-4,2,"1",7,"Tired"
"160",10,4,"835.0","1032.0",2,6,-4,2,"2",8,"Stressed"
"161",10,4,"835.0","1032.0",2,6,-4,3,"3",9,"Excited"
"162",10,5,"738.0","954.0",2,12,-3,2,"1",10,"Content"
"163",10,5,"738.0","954.0",2,12,-3,2,"2",11,"Warm"
"164",10,5,"738.0","954.0",2,12,-3,3,"3",12,"Excited"
"165",10,6,"828.0","1020.0",2,12,3,4,"1",13,"Excited"
"166",10,7,"926.0","732.0",1,12,-6,4,"1",14,"Excited"
"167",11,1,"811.0","998.0",2,10,2,2,"1",1,"Tired"
"168",11,1,"811.0","998.0",2,10,2,3,"2",2,"Content"
"169",11,2,"897.0","716.0",1,9,1,2,"1",3,"Tired "
"170",11,2,"897.0","716.0",1,9,1,3,"2",4,"Content"
"171",11,2,"897.0","716.0",1,9,1,2,"3",5,"Relaxed"
"172",11,3,"606.0","798.0",2,8,-7,3,"1",6,"Tired"
"173",11,3,"606.0","798.0",2,8,-7,3,"2",7,"Content"
"174",11,3,"606.0","798.0",2,8,-7,2,"3",8,"Refreshed"
"175",11,4,"685.0","872.0",2,4,-1,3,"1",9,"Tired"
"176",11,4,"685.0","872.0",2,4,-1,3,"2",10,"Confused"
"177",11,6,"926.0","741.0",1,10,10,3,"1",11,"Hopeful"
"178",11,6,"926.0","741.0",1,10,10,3,"2",12,"Content"
"179",11,6,"926.0","741.0",1,10,10,3,"3",13,"Peaceful"
"180",12,1,"992.0","775.0",1,12,-4,2,"1",1,"Tired"
"181",12,1,"992.0","775.0",1,12,-4,3,"2",2,"Content"
"182",12,1,"992.0","775.0",1,12,-4,2,"3",3,"Excited"
"183",12,2,"735.0","936.0",2,8,-4,2,"1",4,"Torn"
"184",12,2,"735.0","936.0",2,8,-4,2,"2",5,"Tired"
"185",12,2,"735.0","936.0",2,8,-4,2,"3",6,"Excited"
"186",12,3,"785.0","976.0",2,8,-2,2,"1",7,"Tired"
"187",12,3,"785.0","976.0",2,8,-2,2,"2",8,"Excited"
"188",12,4,"779.0","591.0",1,8,-6,3,"1",9,"Surprised"
"189",12,5,"921.0","735.0",1,9,-11,3,"1",10,"Content"
"190",12,6,"705.0","896.0",2,11,-9,2,"1",11,"Excited"
"191",12,6,"705.0","896.0",2,11,-9,3,"2",12,"Content"
"192",12,7,"752.0","941.0",2,7,7,3,"1",13,"Satisfied"
"193",12,7,"752.0","941.0",2,7,7,2,"2",14,"Excited"
"194",13,2,"763.0","954.0",2,11,0,3,"1",1,"Content"
"195",13,2,"763.0","954.0",2,11,0,2,"2",2,"Confused"
"196",13,3,"823.0","1025.0",2,9,9,3,"1",3,"Content"
"197",13,3,"823.0","1025.0",2,9,9,2,"2",4,"Worried"
"198",13,4,"1120.0","935.0",1,18,-4,3,"1",5,"Content"
"199",13,4,"1120.0","935.0",1,18,-4,3,"2",6,"Tired"
"200",13,5,"862.0","1053.0",2,9,5,3,"1",7,"Excited"
"201",13,5,"862.0","1053.0",2,9,5,2,"2",8,"Tired"
"202",13,5,"862.0","1053.0",2,9,5,2,"3",9,"Lazy"
"203",13,6,"862.0","1050.0",2,21,11,3,"1",10,"Fascinated"
"204",13,6,"862.0","1050.0",2,21,11,2,"2",11,"Tired"
"205",13,6,"862.0","1050.0",2,21,11,3,"3",12,"Content"
"206",13,7,"809.0","1036.0",2,10,13,3,"1",13,"Shocked"
"207",13,7,"809.0","1036.0",2,10,13,2,"2",14,"Tired"
"208",13,8,"721.0","912.0",2,14,-3,2,"1",15,"Tired"
"209",13,8,"721.0","912.0",2,14,-3,3,"2",16,"Excited"
"210",13,9,"958.0","777.0",1,8,3,3,"1",17,"Satisfied "
"211",13,9,"958.0","777.0",1,8,3,3,"2",18,"Amused"
"212",13,10,"724.0","954.0",2,8,-3,4,"1",19,"Empathetic"
"213",13,10,"724.0","954.0",2,8,-3,3,"2",20,"Amused"
"214",14,1,"847.0","662.0",1,7,-1,2,"1",1,"Tired"
"215",14,1,"847.0","662.0",1,7,-1,2,"2",2,"Hot"
"216",14,1,"847.0","662.0",1,7,-1,3,"3",3,"Excited"
"217",14,2,"997.0","816.0",1,19,10,3,"1",4,"Relaxed"
"218",14,2,"997.0","816.0",1,19,10,3,"2",5,"Calm"
"219",14,3,"1242.0","1030.0",1,13,2,3,"1",6,"Content"
"220",14,4,"768.0","953.0",2,10,0,3,"1",7,"Content"
"221",14,4,"768.0","953.0",2,10,0,3,"2",8,"Full"
"222",14,5,"722.0","909.0",2,12,6,2,"1",9,"Tired"
"223",14,5,"722.0","909.0",2,12,6,3,"2",10,"Stressed"
"224",14,6,"861.0","1056.0",2,15,-4,3,"1",11,"Tired"
"225",14,6,"861.0","1056.0",2,15,-4,3,"2",12,"Bored"
"226",14,7,"1105.0","925.0",1,9,0,2,"1",13,"Entertained "
"227",14,7,"1105.0","925.0",1,9,0,3,"2",14,"Risky"
"228",14,7,"1105.0","925.0",1,9,0,2,"3",15,"Tired"
"229",14,8,"972.0","771.0",1,-2,-12,3,"1",16,"Tired"
"230",14,8,"972.0","771.0",1,-2,-12,3,"2",17,"Bored"
"231",14,8,"972.0","771.0",1,-2,-12,3,"3",18,"Frustrated"
"232",14,9,"903.0","1098.0",2,8,5,3,"1",19,"Entertained"
"233",14,9,"903.0","1098.0",2,8,5,2,"2",20,"Tired"
"234",14,9,"903.0","1098.0",2,8,5,2,"3",21,"Stressed"
