"","sampling_day","event_no","ibi_start","ibi_end","ibi_label","valence","arousal","intensity","word_id","word_no","emo_word"
"41",4,7,"746.0","973.0",2,12,10,3,"1",7,"happy"
"42",4,8,"1103.0","836.0",1,-50,3,2,"1",8,"neutral"
"43",5,1,"621.0","806.0",2,13,4,4,"1",1,"neutral"
"44",5,2,"779.0","968.0",2,-35,-33,4,"1",2,"irritated"
"45",5,3,"962.0","741.0",1,1,-4,3,"1",3,"serene"
"46",5,4,"750.0","939.0",2,50,15,4,"1",4,"happy"
"47",5,5,"1041.0","835.0",1,13,8,3,"1",5,"happy"
"48",5,6,"685.0","883.0",2,-5,-8,4,"1",6,"halpy"
"49",5,7,"852.0","646.0",1,-50,49,3,"1",7,"happy"
"50",5,8,"851.0","1043.0",2,4,-3,5,"1",8,"happy"
"51",5,9,"589.0","924.0",2,4,-1,3,"1",9,"grateful"
"52",6,1,"738.0","958.0",2,6,-3,2,"1",1,"neutral"
"53",6,2,"856.0","1112.0",2,-5,-7,3,"1",2,"neutral"
"54",6,3,"848.0","1044.0",2,-50,-27,4,"1",3,"hate"
"55",6,3,"848.0","1044.0",2,-50,-27,5,"2",4,"angry"
"56",6,4,"1024.0","818.0",1,2,-12,3,"1",5,"neutral"
"57",6,5,"650.0","937.0",2,-28,-28,3,"1",6,"sad"
"58",6,6,"1099.0","897.0",1,0,-4,5,"1",7,"neutral"
"59",6,7,"1086.0","876.0",1,11,2,3,"1",8,"happy"
"60",6,8,"1026.0","832.0",1,38,-12,2,"1",9,"happy"
"61",6,9,"1101.0","864.0",1,-4,-11,5,"1",10,"neutral"
"62",7,1,"584.0","769.0",2,20,-18,3,"1",1,"neutral"
"63",7,2,"714.0","903.0",2,16,4,2,"1",2,"neutral"
"64",7,3,"684.0","872.0",2,11,-8,3,"1",3,"powerful"
"65",7,4,"959.0","745.0",1,3,-7,3,"1",4,"happy"
"66",7,5,"622.0","858.0",2,1,-6,2,"1",5,"neutral"
"67",7,6,"861.0","1048.0",2,6,-3,5,"1",6,"happy"
"68",7,7,"613.0","833.0",2,18,-4,4,"1",7,"happy"
"69",7,8,"755.0","948.0",2,25,-5,3,"1",8,"happy"
"70",8,1,"760.0","954.0",2,25,6,3,"1",1,"happy"
"71",8,2,"955.0","746.0",1,-14,8,2,"1",2,"sad"
"72",8,3,"697.0","939.0",2,4,-1,3,"1",3,"neutral"
"73",8,4,"1015.0","816.0",1,-15,-15,3,"1",4,"serious"
"74",8,5,"926.0","720.0",1,-5,-3,4,"1",5,"neutral"
"75",8,6,"981.0","772.0",1,1,-1,3,"1",6,"relaxed"
"76",8,8,"688.0","876.0",2,18,3,3,"1",7,"Happy"
"77",8,9,"899.0","700.0",1,15,-6,3,"1",8,"happy"
"78",9,1,"729.0","923.0",2,13,0,3,"1",1,"neutral"
"79",9,2,"1085.0","872.0",1,7,-5,2,"1",2,"grateful"
"80",9,4,"1016.0","809.0",1,12,-1,4,"1",3,"happy"
"81",9,5,"939.0","733.0",1,13,1,4,"1",4,"happy"
"82",9,6,"940.0","733.0",1,7,-3,2,"1",5,"grateful"
"83",9,7,"928.0","722.0",1,16,-6,3,"1",6,"not happy"
"84",10,1,"991.0","786.0",1,18,-1,4,"1",1,"curious"
"85",10,3,"757.0","1047.0",2,44,8,5,"1",2,"happy"
"86",10,4,"785.0","971.0",2,-2,-2,2,"1",3,"happy"
"87",10,5,"769.0","953.0",2,2,3,5,"1",4,"neutral"
"88",10,6,"1045.0","845.0",1,3,-9,4,"1",5,"sleepy"
"89",10,7,"949.0","744.0",1,6,0,3,"1",6,"serious"
"90",10,8,"913.0","719.0",1,4,-3,5,"1",7,"focus"
"91",10,9,"924.0","727.0",1,-6,-3,3,"1",8,"aback"
"92",11,1,"1029.0","805.0",1,1,-5,5,"1",1,"neutral"
"93",11,2,"694.0","905.0",2,16,4,3,"1",2,"happy"
"94",11,3,"1053.0","838.0",1,-1,-5,3,"1",3,"serious"
"95",11,4,"1120.0","910.0",1,-50,-50,4,"1",4,"bored"
"96",11,5,"640.0","835.0",2,23,22,3,"1",5,"happy"
"97",11,6,"963.0","747.0",1,3,-12,3,"1",6,"happy"
"98",11,7,"615.0","867.0",2,5,18,4,"1",7,"happy"
"99",12,1,"709.0","897.0",2,1,-4,4,"1",1,"happy"
"100",12,3,"664.0","859.0",2,-5,-4,3,"1",2,"neutral"
"101",12,4,"578.0","784.0",2,6,-4,4,"1",3,"happy"
"102",12,5,"650.0","851.0",2,4,-2,4,"1",4,"neutral"
"103",12,6,"650.0","842.0",2,-3,4,3,"1",5,"sad"
"104",12,7,"621.0","806.0",2,-6,14,2,"1",6,"neutral"
"105",13,1,"770.0","970.0",2,4,0,2,"1",1,"nervous"
"106",13,2,"844.0","1031.0",2,10,3,3,"1",2,"happy"
"107",13,3,"1101.0","899.0",1,8,0,2,"1",3,"happy"
"108",13,5,"797.0","1004.0",2,-4,-2,3,"1",4,"excited"
"109",14,2,"586.0","891.0",2,-1,16,4,"1",1,"happy"
"110",14,3,"663.0","861.0",2,-24,-8,4,"1",2,"neutral"
"111",14,5,"729.0","951.0",2,0,-15,4,"1",3,"happy"
"112",14,6,"658.0","855.0",2,6,7,3,"1",4,"neutrak"
"113",15,2,"1010.0","802.0",1,11,4,3,"1",1,"ewww"
"114",15,3,"826.0","1017.0",2,10,8,4,"1",2,"neutral"
"115",15,4,"669.0","893.0",2,-2,16,3,"1",3,"neuteal"
"116",15,5,"886.0","1122.0",2,7,0,3,"1",4,"neutrak"
"117",15,6,"857.0","1048.0",2,10,-7,4,"1",5,"happy"
"118",15,7,"1074.0","877.0",1,9,0,4,"1",6,"happy"
"119",15,8,"851.0","1063.0",2,-1,-1,4,"1",7,"happy"
"120",15,8,"851.0","1063.0",2,-1,-1,2,"2",8,"neutrop"
"121",15,9,"1043.0","843.0",1,0,-6,3,"1",9,"happy"
